author,comment,likes,published_at,is_relevant
@AbdulWahab-fw9zm,70 m ek samosha hmare yha 70 me 14 samosa milte h chatni k sath....isliye i love india❤❤❤❤,0,2025-08-17T17:07:25Z,True
@ibrahimmadani21madani6,Lassi thik he laikn ice  ki qauliylty  achi nhi hoti,0,2025-08-17T16:55:45Z,True
@princetipo2051,Dunyaaa mai koi ni LAHORE JAISA CITY NOP,1,2025-08-17T15:23:03Z,True
@maueedtanveer2962,Kessa laga lahore,0,2025-08-17T12:53:42Z,True
@Ben12433,Street food pk wala video is par bhi post kijiye,0,2025-08-17T12:30:54Z,True
@endlessdesires4038,Hamare yahan punjab me Samosa 15 ka aur premium quality chicken Roll 100 me mil jaata hai,0,2025-08-17T11:08:22Z,True
@mueenmumtaz1640,Sheikh Somasa Township is best,0,2025-08-17T10:18:09Z,True
@fahadnadeem7831,Karahi bi farik or samosay bi farik hain butt ke😂😂,0,2025-08-17T09:31:28Z,True
@ashutoshmishra1895,Desi murge nehi coloured birds hai,0,2025-08-17T08:03:37Z,True
@danishzhen_420,Pakistani food is okay 🇵🇰 but india food is very strong 🇮🇳 Hindustan jindabad 🇮🇳🇮🇳❤️❤️,0,2025-08-17T01:58:05Z,True
@husnainpaswal8167,Ziya bhai muja ap aj food vloger se zayada Noon league ka brand ambassador lag raha hain jo lahore ki roads aur dosri chezo pe comments kr raha hain😂,0,2025-08-17T00:22:17Z,True
@shizavlogs4599,"OMG,,,, classic Barishhhhh or phr Bhai'U ki video ban jae tu maza hi alagh hai ❤",0,2025-08-16T20:47:30Z,True
@ibrafashiongkp8940,Street food pk kha hai bhai,0,2025-08-16T19:42:50Z,True
@uptowner524,Mr Tabarak your vehicles windshield is crack. Must take extreme caution. Your viewers may not appreciate. Thanks NY USA,2,2025-08-16T19:04:43Z,True
@CrafTie_7,Jiya bhai aapane do din shaadi kiye ho isiliye lagta hai vah video banane ka samay nahin hota,0,2025-08-16T17:49:32Z,True
@1802bhartiya,Songs hmare he gaane hai inko aur gaaliya bhi humko nikalenge ye Pakistani Musalte.,0,2025-08-16T17:41:58Z,True
@rurelaxing1,"Nothing like karachi even Lahore they doing business by using Karachi biryani etc
Karachi always top of every thing and that's hurts to many Jerks
That's why they turning Karachi as a Graveyard ....",0,2025-08-16T17:22:34Z,True
@Two.brothersvlog,Lahore aye hain tu khidmat ka moqa dain zia bhai. I live in androon.,0,2025-08-16T16:18:30Z,True
@AbdulkarimSheikh-w8d,Mumbai me full baris hai abhi samosa chat 20 rupiye ka hai,0,2025-08-16T16:02:28Z,True
@imrannaik6431,Zia bhai lahore walo ko samosy banana kab aty hain. Na bbq na karhai. Paya bhi just like water,0,2025-08-16T15:40:25Z,True
@HaiderRaza-r7h,best food in Mumbai capital of bizness city  in India Pani puri pav bhaji idli sambar and biryani Vada pav near mohmmad Ali road minara mosque in Mumbai,0,2025-08-16T15:15:03Z,True
@saadjagrala,"Rain, Lahore and street food, Zia Bhai...you have won our hearts once again! Seeing the BBQ and Butt Karhai had my mouth watering. Watching this vlog felt like I was actually in the food street myself! There’s truly nothing like enjoying food in the rain! How does street food taste even better when it rains? This vlog proves it!",6,2025-08-16T14:21:23Z,True
@nottyatif4710,love you zia bhai bahut dino baad aapko dekha he food videos is chhenal par dal diya kare,0,2025-08-16T14:17:41Z,True
@Netherland2000,"AS SALAM ALEKUM ZIA BHAI

HUM JAB BHI PAKISTAN ATAY HAI APNE LAHORE TO NAAN KHATAI BADAAM WALLI OR CAKE RUS ZARUUR LEKAR JATAY HAI TO NETHERLAND 

TAKE CARE U R DOING GOOD JOB 
ALLAH REHAM KARAY PAKISTAN KI BAARISH PAR",0,2025-08-16T13:43:50Z,True
@faizanfaizi8035,Welcome tOo Lahore,2,2025-08-16T13:13:05Z,True
@irfankhurshidkhurshid9969,Very welcome to Pakistan Lahore city ❤,0,2025-11-16T09:53:52Z,True
@shazprinz,"Welcome to my city Lahore ❤
 (Shahzad from Barcelona)",0,2025-10-30T09:11:12Z,True
@UsmanArshad-ym2ku,I am from Pakistan and living in france and the part of the video you showed food my mouth was full of water 😭 can’t wait to to go back btw hope you guys enjoyed it ❤,0,2025-10-11T17:04:44Z,True
@MuntazirMalik-q8c,I am from Pakistan lahore ❤❤❤❤❤,0,2025-10-05T18:04:53Z,True
@soniajkvlogs9187,Im pakistani uff 🤤🤤🤤Food you are eating chana chaat is my always fvrt,0,2025-09-22T16:47:33Z,True
@saadmaqbool,I live in Lahore,1,2025-09-22T04:09:26Z,True
@Thebeautyconnerbyzainab22,"Visit 
pc Burban Lahore 
Costa nostra Lahore 
Zock cafe Lahore",0,2025-09-19T07:29:56Z,True
@umairnadeem06,You should also visit Packages Mall and Dolmen Mall in Lahore,0,2025-09-18T00:20:14Z,True
@junaidarshad6265,Country site Country site staff,0,2025-09-14T14:34:51Z,True
@TahirMobeen-p6l6p,"I'm shift manager in kababjees restaurant in Emporium mall branch at second floor.! 🙂
Left side to the spice ree ( 9:02 ) from my angle ,and I think you eat rice and Burger Karachi tawa (tawa deal) maybe..!!!😅
I just guess..!!😂",0,2025-09-10T06:16:12Z,True
@ranaali7163,You miss local food,0,2025-09-06T13:30:41Z,True
@RizwanJutt-q7w,"You vizit DHA ,Gulbark, Defiance , Bahria Town ,Johar town pakistan rich aria",1,2025-07-27T09:10:54Z,True
@UsamaMughal-w5x4m,Not a expensive bro,0,2025-07-15T17:28:47Z,True
@jameslynch7826,"Why would you eat crap shopping mall food in Lahore which is famous for its cuisine.
Head down the back street.",0,2025-07-12T18:20:09Z,True
@bunchofpakistanis,@bevetravels 10:53 the person behind you doesnt seem too comfortable. please be aware of the people who surround you.,0,2025-06-20T11:15:08Z,True
@elitetaxis1976,were you using a bank card or cash in places? Where would you recommend for apartments for upto 8 people? Looking for a prime location close to Malls near Gulberg.,0,2025-04-11T22:28:30Z,True
@makhankhan5098,"COST OF FOOD ????
AND TRAVELLING",0,2025-02-15T23:12:49Z,True
@IWouldLikeToEast,"Well done Lahore, Pakistan! You have the best hospitality in the world. Don't become like Europeans, British, Americans, Australians or Kiwis, they are the worst in the world!",0,2025-02-14T10:00:20Z,True
@pkteawasfantastic27219,"Welcome To Land Of Beauty, Hospitality & Foodie 🌺💐🇵🇰 Hope so you will enjoy Pak Trip.",1,2025-01-21T14:29:56Z,True
@abbaskhalaf94,"Finally, i booked my ticket to visit lahore, karatchi, and other cities and villages,in Jun  but i am still concerned because i dont have any contacts in pakistan.",0,2025-01-21T02:44:40Z,True
@kung-fuhustle5755,The best thing about Pakistan is the food and the hospitality.,0,2025-01-09T10:52:16Z,True
@standxHere,"I am amazed by what you guys are thinking about South Asian countries ? We do eat magnum , B&R , London dairy or any brand you name ?? We have the best hotels ,vehicles, house parks ..We eat several times a day whatever we want , Don't follow your media , nobody is a slave and homeless here like you think ..",0,2025-01-04T14:59:15Z,True
@TariqKhan-we8zk,If you can't eat asked shoppers for package take aways ❤❤❤ you can take your hotel eat later,1,2025-01-02T13:56:40Z,True
@emmaelizabeth3652,Im from UK made my home inbLahore ❤,0,2024-12-28T17:50:56Z,True
@LudicrousPlatypus,Wow that hotel looks really nice.,0,2024-12-21T23:12:28Z,True
@Lochschwarz,"Pakistan's Punjab province has banned most outdoor activities and ordered shops, markets and malls in some areas to close early. The rules meant to curb illnesses caused by intense air pollution were imposed on November 11, 2024. Schools and public spaces like parks and zoos will be closed until November 17 in many places including Lahore – a city now considered to have the world's worst air quality, according to live ratings from the Swiss company IQAir.",0,2024-12-16T20:14:23Z,True
@KingKhan-m2t8r,Magnum 1 pound 50 pence not expensive bro,0,2024-12-15T20:02:57Z,True
@nazishrais9718,I'm from Pakistan and my dad is from Lahore,0,2024-12-11T08:26:58Z,True
@nasirhamza5625,Kofta like Bradford’s Sultanas and mint sauce (chutni) looks yummy ❤,0,2024-12-05T23:40:46Z,True
@nazarhayat5729,"mall staff
who work in the shops  if wears gloves and hair net 
its good",0,2024-12-01T02:46:33Z,True
@jayakumarkannan7137,Love  from lndia at TAMIL NADU l love Pakistan videos in the face book for viewers comments every day.,0,2024-11-29T18:12:01Z,True
@SpikeCarter,If you guys want to try some cheeseburgers you should visit SMASH or Brim Burgers. They serve the best beef burgers in Pakistan,0,2024-11-25T21:41:41Z,True
@mahmoodiqbal6666,Be careful in Lahore it might be donkey meat your eating 😂😂😂,0,2024-11-25T10:10:08Z,True
@bilalasgharsahi,"Pakistani Magnum is much more tasty then UK's, the milk content of Pakistani Magnum is more smooth.",0,2024-11-24T21:43:01Z,True
@AhmedAliihsan,Welcome in lahoree......,0,2024-11-24T19:23:46Z,True
@official4473,"Welcome to Pakistan You should visit Islamabad, Swat, Kaghan, Gilgit-Baltistan, Skardu, and if you are more fond of food, Gujranwala from Lahore is a must-visit once. It is number one in terms of food.",0,2024-11-24T08:33:33Z,True
@Pandher-GS,Be careful this is very very dangerous country. So many extremist here. Good luck . Your family must be worrying abut you.,1,2024-11-24T03:47:34Z,True
@moamer786,£1.44 for fresh magnum is well worth it we get frozen for the same amount  in uk,0,2024-11-23T22:42:23Z,True
@azharshahzad3568,Well come  Lahore  Pakistan 🇵🇰,0,2024-11-23T00:18:50Z,True
@Femmink,"This hotel deserved a better shoot, its beautiful 👌",0,2024-11-22T22:05:43Z,True
@Askamirniazi,"Welcome Lahore , Pakistan 🇵🇰",1,2024-11-22T09:52:51Z,True
@AliKhan_19301,Alhamdulillah enjoy.food looks lovely❤❤❤❤❤❤❤,1,2024-11-21T16:36:58Z,True
@ammarkhanSoftwareEngineer,Really 500 PKR Magnum Expensive?,0,2024-11-21T14:03:09Z,True
@Brigit-w8t,Which hotel in lahore is it. I will be visiting pakistan next year,0,2024-11-21T11:23:17Z,True
@bilalzaib8617,Welcome bro but you visit Kalam and kumrat Valley and also visit to Swad and also Azad Kashmir,0,2024-11-21T08:35:42Z,True
@muhammadnaeem5101,"Welcome to Lahore Pakistan.
Love from Lahore",1,2024-11-20T16:32:55Z,True
@zafjutt2337,The magnum is cheap tbh just under £1.50 bargain,0,2024-11-20T15:01:12Z,True
@bestsiblings321,"This food is basically indian touch. You should try authentic pakistani foods like nehari, paye and kuna.",1,2024-11-20T08:31:01Z,True
@MisterZ19,Wellcome to Lahore guys..! Hope you will have a lot of fun here and feel very safe and happy❤,2,2024-11-20T03:05:13Z,True
@kayltashi9264,I love Pakistani food❤,0,2024-11-19T23:07:11Z,True
@nshahid4515,Miss you Lahore my home town ❤,0,2024-11-19T22:54:15Z,True
@MuhammadbilalJavaid-c7r,Thanks to explore lahore in positive point of view,0,2024-11-19T21:10:40Z,True
@sheikh6842,Must mention the price of product you buy so people would get to know how cheaper things here in pakistan are ❤,0,2024-11-19T20:45:12Z,True
@haniakhan1979,Welcome to Lahore❤😊,0,2024-11-19T18:46:20Z,True
@muhammadtaaha6154,This is quality content! I live in Lahore and we welcome you with our heart ❤,0,2024-11-19T14:58:49Z,True
@usamagohar9864,i work at Lahore airport please let me know when will you be go back i wanna meet i work in airline ❤,0,2024-11-19T14:04:26Z,True
@haroonahmed146,"Lahore is as posh as any city in Europe but better food , hospitable people and less expensive 😂",1,2024-11-19T11:16:14Z,True
@demonyt3296,Bro i suggest you must Visit Defence Raya in Lahore its awesome there,0,2024-11-19T04:44:22Z,True
@embeEmbe_01,"5:10 500pkr is only £1.42 you cheap skate, lol😂  That's a bargain for a Magnum custom made ice cream",0,2024-11-18T23:08:58Z,True
@amuaaz,Welcome to Lahore🎉,0,2024-11-18T16:11:30Z,True
@DaniyalMughal-t5v,"What is name of this place in Lahore, Pakistan?",0,2024-11-18T16:03:07Z,True
@manikhan9299,"Please visit DHA RAYA 
Have fun",0,2024-11-18T14:30:25Z,True
@ThokuuSixtynine,Love from Lahore ❤,0,2024-11-18T11:56:57Z,True
@usmandotem,"Welcome to Lahore, be safe. enjoyyyy we love to have youuu !!",0,2024-11-18T09:13:00Z,True
@babarnawazkhan,"i will give 1 star to this hotel ( nine tree)  dirty bed sheets and dirty couches), and the staff always wanted to be tipped,on my way back due to flight delay i was offered a night in royal swiss near the airport and then i though i regret the desicion of staying at Nine tree",0,2024-11-18T01:59:59Z,True
@sidrajamil6460,"HI guys! Welcome to Pakistan, IF you do decide to visit KArachi, my family will be happy to host !!",0,2024-11-17T23:50:32Z,True
@amerrashid1703,Guys .. come on. You are in Pakistan 🇵🇰 eating Indian food with the dosa 😂 good content though non the less,0,2024-11-17T23:32:52Z,True
@bajajmotors9485,Sweet cream ice cream is also tasty,0,2024-11-17T19:38:12Z,True
@00786-d,I Love pakistani Food From Belgium,0,2024-11-17T17:53:31Z,True
@bibibajwa1191,I prefer Packages Mall Walton Rd Lahore.,0,2024-11-17T14:36:21Z,True
@azh-mf5uc,"I'm from London and I visited Lahore , Islamabad and Murree a few years back and had the time of my life with amazing experiences of the people , culture , views and unbelievable hospitality.

Speaking of the security I felt more safe in Pakistan than London.


The western media should be ashamed of how they portray Pakistan which has probably had a major impact on views from your family and friends I bet.",9,2024-11-17T12:59:52Z,True
@umairvlogs3484,"Pakistan is the beautiful country and you will never forget the food specially,people and the beautiful places",1,2024-11-17T12:49:29Z,True
@princetipo2051,Wich hotel u stying in?,0,2024-11-17T12:14:38Z,True
@Umarkhan-9280,0:22 I was born in Pakistan and I agree with your friends and family,0,2024-11-17T08:58:38Z,True
@shahidbutt7372,Avoid so much spicy you may not digest coz we use Spices a lot,0,2024-11-17T04:06:02Z,True
@Iliketosaynish,Prices in malls are twice the regular price outside.,0,2024-11-17T01:58:49Z,True
@goldbee6150,"500 rupees is like £1.50 , that’s an absolute bargain lol. Think he didn’t realise the exchange rate",0,2024-11-16T19:43:20Z,True
@selfmotivated1386,That magnum you said expensive … if its here in london it would be not less than £10,0,2024-11-16T19:28:57Z,True
@umarchaudhary5156,"You can't feel real Pakistan in these malls and 5 star hotel,, visit the wall city of Lahore",0,2024-11-16T18:33:02Z,True
@mehboobbutt1608,"Welcome Lahore 🌹🌹
 Stay Blessed ❤❤
 Lovely guest 🌹😍",1,2024-11-16T17:39:55Z,True
@anserkhan9430,"You at the right place for Pakistani food ,,.Lahore is famous world  wide!! You guys seem to be propa close couple stay blessed!!",0,2024-11-16T17:13:45Z,True
@MerajUddinSiddiqui,"Well Come To Land Of Beauty, Hospitality & Foodie 🌺💐🇵🇰",4,2024-11-16T15:31:07Z,True
@naveedimranofficial2825,The land of spice my lovely Pakistan,2,2024-11-16T14:23:27Z,True
@YasirCanoe-sq4ke,Welcome to Lahore ❤❤,0,2024-11-16T12:58:30Z,True
@KhshifAli-dq9pu,My city Lahore,0,2024-11-16T09:27:36Z,True
@SamiiAsif,First thing first no food is bad but compared to all the options at emporium mall you probably go to most average restaurants and Still like quite surprising.😂 Btw good luck to your journey❤,0,2024-11-16T03:18:45Z,True
@glacousxx,"Oh hey guys Pakistan is an amazing rich and beautiful country to visit.
I hope you two will enjoy 
Lahore is especially good.
But I hope you visit the mountainous regions like murree and human valley .
And go to Azad Kashmir as well it's breathtakingly beautiful.
Oh and also because you've started to upload videos about Pakistan unfortunately people from other countries will leave random hate comments so just saying.",1,2024-11-16T01:53:48Z,True
@HussainShabbir-n8y,Welcome Pakistan Lahore Lahore,0,2024-11-16T01:37:49Z,True
@unitepak,lahore Good places show thanks private sector & govt 1947 to now many thing make other wise when watch from west just old area show ==mega mall malls shopping mall amusement parks spari govt & private zooo .......... never show,0,2024-11-15T23:40:44Z,True
@tahirafzal3174,Try in Kashmir food mate,0,2024-11-15T21:03:23Z,True
@Cheema-l6u,Sorry guys it’s not the best time to visit Lahore just because of SMOG thing which is dangerously bad… I’ve no doubt about that you guys will love it.,0,2024-11-15T20:33:58Z,True
@saleemomran1664,"500 rupees, bro that's cheap you paid around £1.30 if that 🤣",0,2024-11-15T20:22:57Z,True
@RaHiAli-ph5nq,Well come my country Pakistan enjoy food enjoy city,0,2024-11-15T18:31:07Z,True
@Nizamuddin-fr8th,Welcome to Lahore,0,2024-11-15T15:43:45Z,True
@junkievideos,Smog kaha hey ? Why everything is clean and fresh ?,0,2024-11-15T14:52:12Z,True
@1atulibs,"500 pak rs ice cream is expensive , i.e. 1.8 dollar seriously ?",0,2024-11-15T13:28:47Z,True
@drhassanfareedortho8873,What is your hotel name,0,2024-11-15T08:42:35Z,True
@kamranahmed3252,"Hi Friends. Very warm welcome to my city Lahore and espacially my Project as an AirConditioning Engineer, Emporium Mall. I am feeling very emotional right now seeing u guys there. Airconditioning System of Mall area of this Project was completed by MIA Corporation and I had the honor of being part of it as Project Manager.  I have lots of memories about my 4 years at this esteemed project. Thank you for visiting my Project and giving me the pleasure of revisiting it. Wellcome again and dont worry u r safe here. You will be amazed to see the hospitality of Lahoris. GOD bless and enjoy.",23,2024-11-15T08:35:39Z,True
